ccode,ctryname,year,illtreatment,scarring,stealth,RstrctAccess,wdi_gdpc,wdi_pop,civilwar,parcomp,parreg,NatlElec,protest,protesterviolence,region,democ,autoc,polity2
811,Cambodia,2001,0,1,0,0,1071.5985348474,12994429,0,4. transitional,3. sectarian,0,0,0,5,3,1,2
811,Cambodia,2002,0,1,0,0,1124.0274884845,13216835,0,4. transitional,3. sectarian,0,0,0,5,3,1,2
811,Cambodia,2003,1,0,0,0,1200.0917413487,13432081,0,4. transitional,3. sectarian,1,3,2,5,3,1,2
811,Cambodia,2004,0,1,0,0,1303.3523991774,13646804,0,4. transitional,3. sectarian,0,3,0,5,3,1,2
811,Cambodia,2005,0,1,0,0,1452.7087600137,13866051,,4. transitional,3. sectarian,0,0,0,5,3,1,2
812,Laos,1995,3,0,3,0,1105.2259862569,4808652,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
812,Laos,1996,2,0,3,0,1152.2597159451,4931929,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
812,Laos,1997,3,0,4,0,1201.3330802147,5055546,0,1. repressed,4. restricted,1,0,0,5,0,7,-7
812,Laos,1998,4,1,5,0,1219.658894859,5177155,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
812,Laos,1999,3,0,4,0,1279.956420692,5293707,0,1. repressed,4. restricted,0,1,0,5,0,7,-7
812,Laos,2000,3,4,6,1,1326.5708738453,5403262,0,1. repressed,4. restricted,0,1,0,5,0,7,-7
812,Laos,2001,4,2,6,1,1377.230704175,5504654,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
812,Laos,2002,3,6,6,1,1434.0689879784,5599120,0,1. repressed,4. restricted,1,0,0,5,0,7,-7
812,Laos,2003,3,5,5,1,1497.4179697566,5690114,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
812,Laos,2004,6,9,4,1,1567.7938015527,5782514,0,1. repressed,4. restricted,0,0,0,5,0,7,-7
812,Laos,2005,3,4,5,1,1651.3025212521,5879880,,1. repressed,4. restricted,0,0,0,5,0,7,-7
816,Viet Nam,1995,10,0,8,0,1214.1361344721,72980000,0,1. repressed,4. restricted,0,0,0,5,,,
816,Viet Nam,1996,11,2,9,1,1303.9518920905,74300000,0,1. repressed,4. restricted,0,2,2,5,,,
816,Viet Nam,1997,9,0,8,0,1388.5722271518,75460000,0,1. repressed,4. restricted,1,2,2,5,,,
816,Viet Nam,1998,9,0,8,0,,,0,1. repressed,4. restricted,0,0,0,5,,,
816,Viet Nam,1999,6,0,8,0,,,0,1. repressed,4. restricted,0,0,0,5,,,
816,Viet Nam,2000,1,1,3,0,1597.1168922192,77635400,0,1. repressed,4. restricted,0,1,0,5,,,
816,Viet Nam,2001,3,3,3,1,,,0,1. repressed,4. restricted,0,1,1,5,,,
816,Viet Nam,2002,4,3,4,1,,,0,1. repressed,4. restricted,1,0,0,5,,,
816,Viet Nam,2003,4,0,4,1,,,0,1. repressed,4. restricted,0,0,0,5,,,
816,Viet Nam,2004,4,1,4,1,,,0,1. repressed,4. restricted,0,1,0,5,,,
816,Viet Nam,2005,3,1,3,1,2142.7352419578,83106300,,1. repressed,4. restricted,0,0,0,5,,,
818,,1995,,,,,,,,,,,,,,0,7,-7
818,,1996,,,,,,,,,,,,,,0,7,-7
818,,1997,,,,,,,,,,,,,,0,7,-7
818,,1998,,,,,,,,,,,,,,0,7,-7
818,,1999,,,,,,,,,,,,,,0,7,-7
818,,2000,,,,,,,,,,,,,,0,7,-7
818,,2001,,,,,,,,,,,,,,0,7,-7
818,,2002,,,,,,,,,,,,,,0,7,-7
818,,2003,,,,,,,,,,,,,,0,7,-7
818,,2004,,,,,,,,,,,,,,0,7,-7
818,,2005,,,,,,,,,,,,,,0,7,-7
820,Malaysia,1995,2,3,1,0,9185.2902104026,20593952,0,3. factional,3. sectarian,1,3,0,5,4,1,3
820,Malaysia,1996,0,1,0,0,9849.760782932301,21125658,0,3. factional,3. sectarian,0,3,1,5,4,1,3
820,Malaysia,1997,2,1,1,0,10305.7428613964,21669475,0,3. factional,3. sectarian,0,4,0,5,4,1,3
820,Malaysia,1998,19,10,6,1,9312.2663742801,22216395,0,3. factional,3. sectarian,0,10,2,5,4,1,3
820,Malaysia,1999,12,14,4,1,9650.2728631176,22754049,0,3. factional,3. sectarian,1,8,0,5,4,1,3
820,Malaysia,2000,9,8,4,1,10270.6575917424,23273615,0,3. factional,3. sectarian,0,10,0,5,4,1,3
820,Malaysia,2001,14,7,6,1,10107.650372785,23771376,0,3. factional,3. sectarian,0,7,0,5,4,1,3
820,Malaysia,2002,16,9,4,1,10442.3218009691,24249955,0,3. factional,3. sectarian,0,3,1,5,4,1,3
820,Malaysia,2003,15,8,2,1,10839.0668814411,24714656,0,3. factional,3. sectarian,0,4,0,5,4,1,3
820,Malaysia,2004,7,5,1,1,11363.2253960126,25173798,0,3. factional,3. sectarian,1,1,0,5,4,1,3
820,Malaysia,2005,6,5,2,1,11754.5333543945,25633380,,3. factional,3. sectarian,0,1,0,5,4,1,3
830,Singapore,1995,1,1,0,0,31505.0202618179,3524500,0,2. suppressed,4. restricted,0,0,0,5,2,4,-2
830,Singapore,1996,0,1,0,0,32606.8028687438,3670700,0,2. suppressed,4. restricted,0,0,0,5,2,4,-2
830,,1997,,,,,,,,,,,0,0,5,2,4,-2
830,,1998,,,,,,,,,,,0,0,5,2,4,-2
830,,1999,,,,,,,,,,,0,0,5,2,4,-2
830,,2000,,,,,,,,,,,0,0,5,2,4,-2
830,Singapore,2001,0,0,0,0,35590.0463644386,4138000,0,2. suppressed,4. restricted,1,1,1,5,2,4,-2
830,Singapore,2002,0,0,0,0,36732.232820177,4176000,0,2. suppressed,4. restricted,0,0,0,5,2,4,-2
830,,2003,,,,,,,,,,,0,0,5,2,4,-2
830,,2004,,,,,,,,,,,0,0,5,2,4,-2
830,,2005,,,,,,,,,,,0,0,5,2,4,-2
835,,1995,,,,,,,,,,,,,,,,
835,,1996,,,,,,,,,,,,,,,,
835,,1997,,,,,,,,,,,,,,,,
835,,1998,,,,,,,,,,,,,,,,
835,,1999,,,,,,,,,,,,,,,,
840,Philippines,1995,2,5,1,0,2368.4958940442,69965048,0,4. transitional,2. multiple identity,1,3,0,5,8,0,8
840,Philippines,1996,4,14,16,0,2453.2227018319,71497479,0,4. transitional,2. multiple identity,0,4,1,5,8,0,8
840,Philippines,1997,4,11,7,0,2525.9664614891,73039103,0,4. transitional,2. multiple identity,0,1,0,5,8,0,8
840,Philippines,1998,4,9,6,0,2459.2721498026,74587233,0,4. transitional,2. multiple identity,0,0,0,5,8,0,8
840,Philippines,1999,7,9,6,0,2491.0035878676,76138118,0,4. transitional,2. multiple identity,0,1,0,5,8,0,8
840,Philippines,2000,12,16,6,0,2586.9707244429,77689369,1,4. transitional,2. multiple identity,0,7,0,5,8,0,8
840,Philippines,2001,7,9,4,1,2580.9053013124,79239125,0,4. transitional,2. multiple identity,1,3,1,5,8,0,8
840,Philippines,2002,3,5,4,0,2644.0262795771,80788948,0,4. transitional,2. multiple identity,0,0,0,5,8,0,8
840,Philippines,2003,6,12,6,0,2721.9772940755,82343966,0,4. transitional,2. multiple identity,0,0,0,5,8,0,8
840,Philippines,2004,1,0,0,0,2841.5376766036,83911361,0,4. transitional,2. multiple identity,0,1,0,5,8,0,8
840,Philippines,2005,2,2,1,0,2926.9746180258,85495923,,4. transitional,2. multiple identity,0,3,0,5,8,0,8
850,Indonesia,1995,33,33,15,1,2823.0568745569,191501345,0,2. suppressed,4. restricted,0,5,0,5,0,7,-7
850,Indonesia,1996,33,35,9,1,2995.6023374335,194263955,0,2. suppressed,4. restricted,0,7,4,5,0,7,-7
850,Indonesia,1997,33,28,5,1,3092.6161858756,197013740,0,2. suppressed,4. restricted,1,5,3,5,0,7,-7
850,Indonesia,1998,37,26,9,1,2649.7242725057,199759782,0,2. suppressed,3. sectarian,0,23,11,5,0,5,-5
850,Indonesia,1999,59,63,5,1,2634.378462636,202512990,0,4. transitional,3. sectarian,1,15,5,5,7,1,6
850,Indonesia,2000,45,55,6,1,2726.7298538516,205280270,0,4. transitional,3. sectarian,0,9,7,5,7,1,6
850,Indonesia,2001,26,43,6,1,2788.2743414184,208063567,0,4. transitional,3. sectarian,0,5,3,5,7,1,6
850,Indonesia,2002,13,10,0,1,2875.1146136612,210858191,0,4. transitional,3. sectarian,0,6,0,5,7,1,6
850,Indonesia,2003,44,50,12,1,2973.1129755828,213655540,0,4. transitional,3. sectarian,0,3,1,5,7,1,6
850,Indonesia,2004,17,16,1,1,3082.4675215223,216443240,0,4. transitional,2. multiple identity,1,3,2,5,8,0,8
850,Indonesia,2005,7,2,0,1,3216.8149089496,219210292,,4. transitional,2. multiple identity,0,3,0,5,8,0,8
860,,1995,0,0,1,0,,848603,,,,0,,,,,,
860,,1996,0,0,1,0,,846618,,,,0,,,,,,
860,,1997,0,0,1,0,,834891,,,,0,,,,,,
860,,1998,1,1,1,0,,820034,,,,0,,,,,,
860,,1999,1,1,1,0,772.3551130972,811323,,,,0,,,,,,
860,,2000,0,5,0,0,873.5600906350001,815310,,,,0,,,,,,
860,,2001,2,2,0,0,747.3763899794,834521,,,,0,,,,,,
860,East Timor,2002,4,5,0,0,737.0783716971,866655,0,0. not applicable,2. multiple identity,0,1,1,5,6,0,6
860,East Timor,2003,0,4,0,0,704.6180813543,907539,0,0. not applicable,2. multiple identity,0,0,0,5,6,0,6
860,East Timor,2004,1,0,0,0,700.5492599569,950750,0,0. not applicable,2. multiple identity,0,2,1,5,6,0,6
860,,2005,,,,,,,,,,,1,0,5,6,0,6
900,Australia,1995,1,0,1,0,27003.9742942852,18072000,0,5. competitive,5. regulated,0,,,,10,0,10
900,Australia,1996,2,1,0,0,27690.9194842758,18311000,0,5. competitive,5. regulated,1,,,,10,0,10
900,Australia,1997,3,4,0,0,28615.0967915804,18517000,0,5. competitive,5. regulated,0,,,,10,0,10
900,Australia,1998,4,2,1,0,29790.9522194375,18711000,0,5. competitive,5. regulated,1,,,,10,0,10
900,Australia,1999,2,4,1,0,30630.6321064261,18926000,0,5. competitive,5. regulated,0,,,,10,0,10
900,Australia,2000,0,1,0,1,30842.6664621432,19153000,0,5. competitive,5. regulated,0,,,,10,0,10
900,Australia,2001,2,0,1,0,31585.909813182,19413000,0,5. competitive,5. regulated,1,,,,10,0,10
900,Australia,2002,1,0,1,1,32201.2217912391,19651400,0,5. competitive,5. regulated,0,,,,10,0,10
900,,2003,,,,,,,,,,,,,,10,0,10
900,Australia,2004,0,1,0,0,33612.8178450438,20127400,0,5. competitive,5. regulated,1,,,,10,0,10
900,Australia,2005,0,1,1,0,34167.2557842813,20394800,,5. competitive,5. regulated,0,,,,10,0,10
910,Papua New Guinea,1995,1,4,0,1,2251.6473511063,4709349,0,0. not applicable,1. unregulated,0,1,0,8,4,0,4
910,Papua New Guinea,1996,2,6,1,1,2361.3375827026,4837876,0,0. not applicable,1. unregulated,0,1,0,8,4,0,4
910,Papua New Guinea,1997,0,5,0,1,2208.4822562074,4970756,0,0. not applicable,1. unregulated,1,2,2,8,4,0,4
910,Papua New Guinea,1998,3,2,0,0,2068.4300490942,5107284,0,0. not applicable,1. unregulated,0,1,0,8,4,0,4
910,Papua New Guinea,1999,1,1,0,0,2050.9124701432,5246485,0,0. not applicable,1. unregulated,0,0,0,8,4,0,4
910,,2000,,,,,,,,,,,2,0,8,4,0,4
910,,2001,,,,,,,,,,,5,2,8,4,0,4
910,Papua New Guinea,2002,0,3,0,0,1843.6688332538,5674695,0,0. not applicable,1. unregulated,1,0,0,8,4,0,4
910,Papua New Guinea,2003,2,1,0,0,1836.3201318168,5820702,0,0. not applicable,1. unregulated,0,0,0,8,4,0,4
910,Papua New Guinea,2004,6,3,0,0,1839.5748005012,5968515,0,0. not applicable,1. unregulated,0,2,0,8,4,0,4
910,Papua New Guinea,2005,1,1,0,0,1859.1025801536,6118202,,0. not applicable,1. unregulated,0,5,1,8,4,0,4
920,,1995,,,,,,,,,,,,,,10,0,10
920,,1996,,,,,,,,,,,,,,10,0,10
920,,1997,,,,,,,,,,,,,,10,0,10
920,,1998,,,,,,,,,,,,,,10,0,10
920,,1999,,,,,,,,,,,,,,10,0,10
920,,2000,,,,,,,,,,,,,,10,0,10
920,,2001,,,,,,,,,,,,,,10,0,10
920,,2002,,,,,,,,,,,,,,10,0,10
920,,2003,,,,,,,,,,,,,,10,0,10
920,,2004,,,,,,,,,,,,,,10,0,10
920,,2005,,,,,,,,,,,,,,10,0,10
935,,1995,,,,,,,,,,,,,,,,
935,,1996,,,,,,,,,,,,,,,,
935,,1997,,,,,,,,,,,,,,,,
935,,1998,,,,,,,,,,,,,,,,
935,,1999,,,,,,,,,,,,,,,,
935,,2000,,,,,,,,,,,,,,,,
935,,2001,,,,,,,,,,,,,,,,
935,,2002,,,,,,,,,,,,,,,,
935,,2003,,,,,,,,,,,,,,,,
935,,2004,,,,,,,,,,,,,,,,
935,,2005,,,,,,,,,,,,,,,,
940,,1995,,,,,,,,,,,,,,8,0,8
940,,1996,,,,,,,,,,,,,,8,0,8
940,,1997,,,,,,,,,,,,,,8,0,8
940,,1998,,,,,,,,,,,,,,8,0,8
940,,1999,,,,,,,,,,,,,,8,0,8
940,,2000,,,,,,,,,,,,,,-77,-77,0
940,,2001,,,,,,,,,,,,,,-77,-77,0
940,,2002,,,,,,,,,,,,,,-77,-77,0
940,,2003,,,,,,,,,,,,,,-66,-66,
940,,2004,,,,,,,,,,,,,,9,1,8
940,,2005,,,,,,,,,,,,,,9,1,8
946,,1995,,,,,,,,,,,,,,,,
946,,1996,,,,,,,,,,,,,,,,
946,,1997,,,,,,,,,,,,,,,,
946,,1998,,,,,,,,,,,,,,,,
946,,1999,,,,,,,,,,,,,,,,
946,,2000,,,,,,,,,,,,,,,,
946,,2001,,,,,,,,,,,,,,,,
946,,2002,,,,,,,,,,,,,,,,
946,,2003,,,,,,,,,,,,,,,,
946,,2004,,,,,,,,,,,,,,,,
946,,2005,,,,,,,,,,,,,,,,
947,,1995,,,,,,,,,,,,,,,,
947,,1996,,,,,,,,,,,,,,,,
947,,1997,,,,,,,,,,,,,,,,
947,,1998,,,,,,,,,,,,,,,,
947,,1999,,,,,,,,,,,,,,,,
947,,2000,,,,,,,,,,,,,,,,
947,,2001,,,,,,,,,,,,,,,,
947,,2002,,,,,,,,,,,,,,,,
947,,2003,,,,,,,,,,,,,,,,
947,,2004,,,,,,,,,,,,,,,,
947,,2005,,,,,,,,,,,,,,,,
950,,1995,,,,,,,,,,,,,,6,1,5
950,,1996,,,,,,,,,,,,,,6,1,5
950,,1997,,,,,,,,,,,,,,6,1,5
950,,1998,,,,,,,,,,,,,,6,1,5
950,,1999,,,,,,,,,,,,,,7,1,6
950,,2000,,,,,,,,,,,,,,-88,-88,5
950,,2001,,,,,,,,,,,,,,6,1,5
950,,2002,,,,,,,,,,,,,,6,1,5
950,,2003,,,,,,,,,,,,,,6,1,5
950,,2004,,,,,,,,,,,,,,7,1,6
950,,2005,,,,,,,,,,,,,,7,1,6
970,,1995,,,,,,,,,,,,,,,,
970,,1996,,,,,,,,,,,,,,,,
970,,1997,,,,,,,,,,,,,,,,
970,,1998,,,,,,,,,,,,,,,,
970,,1999,,,,,,,,,,,,,,,,
970,,2000,,,,,,,,,,,,,,,,
970,,2001,,,,,,,,,,,,,,,,
970,,2002,,,,,,,,,,,,,,,,
970,,2003,,,,,,,,,,,,,,,,
970,,2004,,,,,,,,,,,,,,,,
970,,2005,,,,,,,,,,,,,,,,
983,,1995,,,,,,,,,,,,,,,,
983,,1996,,,,,,,,,,,,,,,,
983,,1997,,,,,,,,,,,,,,,,
983,,1998,,,,,,,,,,,,,,,,
983,,1999,,,,,,,,,,,,,,,,
983,,2000,,,,,,,,,,,,,,,,
983,,2001,,,,,,,,,,,,,,,,
983,,2002,,,,,,,,,,,,,,,,
983,,2003,,,,,,,,,,,,,,,,
983,,2004,,,,,,,,,,,,,,,,
983,,2005,,,,,,,,,,,,,,,,
986,,1995,,,,,,,,,,,,,,,,
986,,1996,,,,,,,,,,,,,,,,
986,,1997,,,,,,,,,,,,,,,,
986,,1998,,,,,,,,,,,,,,,,
986,,1999,,,,,,,,,,,,,,,,
986,,2000,,,,,,,,,,,,,,,,
986,,2001,,,,,,,,,,,,,,,,
986,,2002,,,,,,,,,,,,,,,,
986,,2003,,,,,,,,,,,,,,,,
986,,2004,,,,,,,,,,,,,,,,
986,,2005,,,,,,,,,,,,,,,,
987,,1995,,,,,,,,,,,,,,,,
987,,1996,,,,,,,,,,,,,,,,
987,,1997,,,,,,,,,,,,,,,,
987,,1998,,,,,,,,,,,,,,,,
987,,1999,,,,,,,,,,,,,,,,
987,,2000,,,,,,,,,,,,,,,,
987,,2001,,,,,,,,,,,,,,,,
987,,2002,,,,,,,,,,,,,,,,
987,,2003,,,,,,,,,,,,,,,,
987,,2004,,,,,,,,,,,,,,,,
987,,2005,,,,,,,,,,,,,,,,
990,,1995,,,,,,,,,,,,,,,,
990,,1996,,,,,,,,,,,,,,,,
990,,1997,,,,,,,,,,,,,,,,
990,,1998,,,,,,,,,,,,,,,,
990,,1999,,,,,,,,,,,,,,,,
529,,2001,,,,,,,,,,,,,,3,2,1
529,,2002,,,,,,,,,,,,,,3,2,1
529,,2003,,,,,,,,,,,,,,3,2,1
529,,2004,,,,,,,,,,,,,,3,2,1
529,,2005,,,,,,,,,,,,,,1,4,-3
